id, masv, xeploai, soquyetdinh, ngaycapvb
77497,36BC8A31XPvAibaEXe9upvU5DvuC9htMUSG2h0WC, Kh�, 621/QĐ-ĐHCNTT, 10/10/2018
77498,50A2E077XPvAibaEXe9ej2kTw4OUmiUdIEhAtHG5, Gi?i, 621/QĐ-ĐHCNTT, 10/10/2018
77499,37DA2C9FXPvAibaEXe/btl79MArZLIpwumHVZXLc, Gi?i, 621/QĐ-ĐHCNTT, 10/10/2018
77500,C41169F1XPvAibaEXe9V1gtTDRnQF9kTkEvGMi6j, Gi?i, 621/QĐ-ĐHCNTT, 10/10/2018
77501,AFFA55FFXPvAibaEXe9V1gtTDRnQF6mkVgcyjUy9, Gi?i, 621/QĐ-ĐHCNTT, 10/10/2018
77502,A65738B9XPvAibaEXe9U/K5zYZONT7oYmwa/1iSH, Kh�, 621/QĐ-ĐHCNTT, 10/10/2018
77503,BBD2B285XPvAibaEXe9tdh69VvZt15WPDmCtI9r8, Gi?i, 621/QĐ-ĐHCNTT, 10/10/2018
77504,65774F58XPvAibaEXe8e/5ryJ9YpuX/hEkT6zPR/, Gi?i, 621/QĐ-ĐHCNTT, 10/10/2018
77505,72A29258XPvAibaEXe/JKySBFnJ8Ig3pOae8c450, Gi?i, 621/QĐ-ĐHCNTT, 10/10/2018
77506,FB8D2A9AXPvAibaEXe/NRwqjPAC0MEeA8v/SJZdH, Gi?i, 621/QĐ-ĐHCNTT, 10/10/2018
77507,C04EBE21XPvAibaEXe+Wjq/eoSKNhdgCBHK25oB1, Gi?i, 621/QĐ-ĐHCNTT, 10/10/2018
77508,4B945B9BXPvAibaEXe8dEe4TA8wgH0EI0hl/TVwM, Gi?i, 621/QĐ-ĐHCNTT, 10/10/2018
77509,697EDC98XPvAibaEXe8dEe4TA8wgH56QOkqr6AGx, Gi?i, 621/QĐ-ĐHCNTT, 10/10/2018
77510,1E832732XPvAibaEXe8HxoLOw72ZIL030v5YFYqH, Gi?i, 621/QĐ-ĐHCNTT, 10/10/2018
77511,EEC34F7CXPvAibaEXe86krjHGvaiW/vdqnql4K3E, Gi?i, 621/QĐ-ĐHCNTT, 10/10/2018
77512,43313273XPvAibaEXe/kJUgsv26Ua6XE/uJUNXEp, Gi?i, 621/QĐ-ĐHCNTT, 10/10/2018
77513,928A2D28XPvAibaEXe9ZsjBGMHTvppFWZjZB4bzm, Gi?i, 621/QĐ-ĐHCNTT, 10/10/2018
77514,B63D0F42XPvAibaEXe8yzZ/8QUtgdncOwVBpJrXf, Gi?i, 621/QĐ-ĐHCNTT, 10/10/2018
77515,324FB62EXPvAibaEXe+TioGOAQy/3x9q3D2s1RzS, Gi?i, 621/QĐ-ĐHCNTT, 10/10/2018
77516,1DCACA12XPvAibaEXe/XBbLEWRhgQQZvuxC3bpO+, Gi?i, 621/QĐ-ĐHCNTT, 10/10/2018
77517,7FCDDD97XPvAibaEXe/btl79MArZLHZ91Yi5oI81, Gi?i, 621/QĐ-ĐHCNTT, 10/10/2018
77518,BF3B1745XPvAibaEXe9whL/t4cdMZUa+NDp0/6Wm, Gi?i, 621/QĐ-ĐHCNTT, 10/10/2018
77519,5B7BA676XPvAibaEXe/VTtmkh7JuOi+CBDCf2oyM, Gi?i, 621/QĐ-ĐHCNTT, 10/10/2018
77520,6E5F651EXPvAibaEXe+9lRniSKKSh38UocJy0doH, Kh�, 621/QĐ-ĐHCNTT, 10/10/2018
77521,A94EF1EDXPvAibaEXe/69hWWh+JD2djEXUqujFHh, Gi?i, 621/QĐ-ĐHCNTT, 10/10/2018
77522,869ABE5AXPvAibaEXe/ETkXgDMKQ8fKK4ufgBOtT, Kh�, 621/QĐ-ĐHCNTT, 10/10/2018
77523,7A5F2891XPvAibaEXe/y2t7DVG8TDSoxpx5o1/8K, Gi?i, 621/QĐ-ĐHCNTT, 10/10/2018
77524,FE134612XPvAibaEXe+PmhPN+9CWc7zR4fbMyJRH, Kh�, 621/QĐ-ĐHCNTT, 10/10/2018
77525,F1E5E055XPvAibaEXe+Wjq/eoSKNhdg9exGKekXz, Gi?i, 621/QĐ-ĐHCNTT, 10/10/2018
77526,90D44D7BXPvAibaEXe+TQJLvJOj4BW/GNDycKOl8, Gi?i, 621/QĐ-ĐHCNTT, 10/10/2018
77527,05BE3C4FXPvAibaEXe9j81k8MH0oJwyKQAP8FKms, Gi?i, 621/QĐ-ĐHCNTT, 10/10/2018
77528,D8A433FEXPvAibaEXe/9XMaU/9dsP4HOIzNsbFZq, Kh�, 621/QĐ-ĐHCNTT, 10/10/2018
77529,D18B24FAXPvAibaEXe80CLygfiFTYJS78BGflfGo, Gi?i, 621/QĐ-ĐHCNTT, 10/10/2018
77530,DA3DF53DXPvAibaEXe+xxRCacZP96tkiOBxYLD7W, Kh�, 621/QĐ-ĐHCNTT, 10/10/2018
77531,1EEADA1AXPvAibaEXe9cYfl6D6BtPJTQN3JoUf4L, Gi?i, 621/QĐ-ĐHCNTT, 10/10/2018
77532,730AFA4AXPvAibaEXe/Uev7j/8Ezmf3kk8pgAZBP, Gi?i, 621/QĐ-ĐHCNTT, 10/10/2018
77538,2B420AFFXPvAibaEXe/rp0ev/rDe09IWbirGddUi, Trung b�nh kh�, 829/QĐ-ĐHCNTT, 06/12/2018
77539,32CCFFA3XPvAibaEXe+PmhPN+9CWc7kr/u7fET/Y, Gi?i, 829/QĐ-ĐHCNTT, 06/12/2018
77561,8688239BXPvAibaEXe+lo6eJkHWaQdxLz0hNOYmX, Kh�, 13/QĐ-ĐHCNTT, 10/01/2019
77562,FE452984XPvAibaEXe+y4Ivhjp8SxoyJnURmrAF2, Kh�, 13/QĐ-ĐHCNTT, 10/01/2019
77563,8066FACDXPvAibaEXe+vL6q6thZ0NqMsVHCr8Wd5, Kh�, 13/QĐ-ĐHCNTT, 10/01/2019
77564,B5853135XPvAibaEXe/Dy4K4yiQpONxhRQoieHZG, Kh�, 13/QĐ-ĐHCNTT, 10/01/2019
77565,44601EB7XPvAibaEXe99j2P15eeB0+Zs3AHanVIa, Trung b�nh kh�, 13/QĐ-ĐHCNTT, 10/01/2019
77566,EFD742CDXPvAibaEXe8k9aD0YXzUPiN76vauZRDr, Kh�, 13/QĐ-ĐHCNTT, 10/01/2019
77567,CF73DD3CXPvAibaEXe/9n4RXguPAYNhPkL6cwTol, Kh�, 13/QĐ-ĐHCNTT, 10/01/2019
77568,73FCD503XPvAibaEXe/YKAlYnC3m942m9zzkluOD, Kh�, 13/QĐ-ĐHCNTT, 10/01/2019
77573,F9AD085CXPvAibaEXe/asAVnWDRS7ejs/e1rGnUq, Kh�, 13/QĐ-ĐHCNTT, 10/01/2019
77574,98FAD5F6XPvAibaEXe9fafwYRU+NptbcSqHyrp9L, Kh�, 13/QĐ-ĐHCNTT, 10/01/2019
77575,4F34F659XPvAibaEXe/Dy4K4yiQpOPKiiUqmRs2G, Kh�, 13/QĐ-ĐHCNTT, 10/01/2019
77576,5F76493FXPvAibaEXe/FWKstHRRDnWx4P/5QXlbG, Trung b�nh kh�, 13/QĐ-ĐHCNTT, 10/01/2019
77577,1CE4CDB2XPvAibaEXe8ge2UHv4J4ByS1Gt3OtWsA, Kh�, 13/QĐ-ĐHCNTT, 10/01/2019
77578,07AE5C96XPvAibaEXe9FiaSoce50DNjROw8Ku1H9, Kh�, 13/QĐ-ĐHCNTT, 10/01/2019
77579,72E11CDFXPvAibaEXe/uH+ehSKMSjRSxxLwSvJLU, Kh�, 13/QĐ-ĐHCNTT, 10/01/2019
77580,ADD6626AXPvAibaEXe/SxwNRab2vgDj3JMKIXWrE, Trung b�nh kh�, 13/QĐ-ĐHCNTT, 10/01/2019
77581,35A1B6FFXPvAibaEXe9Z67almz7y5kj8xAL7LEki, Kh�, 13/QĐ-ĐHCNTT, 10/01/2019
77582,2549020DXPvAibaEXe9Bx5CZuIA9z9kRJsZoB8K+, Kh�, 13/QĐ-ĐHCNTT, 10/01/2019
77583,F7B0248AXPvAibaEXe/iDuY0411CJkGQXDu5r6Sv, Kh�, 13/QĐ-ĐHCNTT, 10/01/2019
77584,035AEF81XPvAibaEXe/y2t7DVG8TDXVGQmvbKE12, Trung b�nh kh�, 13/QĐ-ĐHCNTT, 10/01/2019
77585,6B474708XPvAibaEXe+PmhPN+9CWc9mgj2fmO33R, Trung b�nh kh�, 13/QĐ-ĐHCNTT, 10/01/2019
77586,C61628C0XPvAibaEXe8WdGcsQTF3yDxTfC1zIue0, Kh�, 13/QĐ-ĐHCNTT, 10/01/2019
77587,5319E926XPvAibaEXe/aPLdUCtOgCsYuTRe19Bvm, Kh�, 13/QĐ-ĐHCNTT, 10/01/2019
77588,64278425XPvAibaEXe+TioGOAQy/3/vnhJxVVW03, Kh�, 13/QĐ-ĐHCNTT, 10/01/2019
77589,0DF486EEXPvAibaEXe8zt9d6Yn9pDLCVxga0m3iT, Gi?i, 13/QĐ-ĐHCNTT, 10/01/2019
77590,F4B8103BXPvAibaEXe8z1Io4iT8HJCohN5KW9D8+, Kh�, 13/QĐ-ĐHCNTT, 10/01/2019
77591,80E552E4XPvAibaEXe+LLvbxzunmJKfwH0Ij28RY, Kh�, 13/QĐ-ĐHCNTT, 10/01/2019
77592,2FDA1CBDXPvAibaEXe9Bx5CZuIA9z7QfVITgMnow, Kh�, 13/QĐ-ĐHCNTT, 10/01/2019
77595,B652E11DXPvAibaEXe93PEySAJOVkyJM7AttkNBy, Kh�, 13/QĐ-ĐHCNTT, 10/01/2019
77596,9A1233BEXPvAibaEXe8s1xx8DWM0qqI6+gsmGFZK, Kh�, 13/QĐ-ĐHCNTT, 10/01/2019
77597,EFA92570XPvAibaEXe8s1xx8DWM0qh0wHqaPbJbq, Kh�, 13/QĐ-ĐHCNTT, 10/01/2019
77598,21E9C326XPvAibaEXe/uH+ehSKMSjbVAN71FLxMC, Kh�, 13/QĐ-ĐHCNTT, 10/01/2019
77599,D96D5B08XPvAibaEXe+y4Ivhjp8SxknZnga0iClh, Kh�, 13/QĐ-ĐHCNTT, 10/01/2019
77600,E80CFC67XPvAibaEXe+fmxcqgvribAs3hMtuYLgw, Gi?i, 13/QĐ-ĐHCNTT, 10/01/2019
77601,C9D228D3XPvAibaEXe9CtFSNMbfIz5anWOr7fOCK, Kh�, 13/QĐ-ĐHCNTT, 10/01/2019
77602,DD546632XPvAibaEXe97hU2RTHdNnAE0e73cXR9H, Kh�, 13/QĐ-ĐHCNTT, 10/01/2019
77603,B30D0F50XPvAibaEXe+gsTDvgY5pDoLU7t2wkLiW, Kh�, 13/QĐ-ĐHCNTT, 10/01/2019
77604,D9FC5EF4XPvAibaEXe/ji2wENvGp6GMKG4VdRRaS, Kh�, 13/QĐ-ĐHCNTT, 10/01/2019
77605,E19EB4C6XPvAibaEXe/NRwqjPAC0MPJvB4sJXQSE, Kh�, 13/QĐ-ĐHCNTT, 10/01/2019
77606,92FABDADXPvAibaEXe8VdV75E6kcrlmKtRsYo7nH, Kh�, 13/QĐ-ĐHCNTT, 10/01/2019
77607,81258FA6XPvAibaEXe/iDuY0411CJn9swgDPebnS, Kh�, 13/QĐ-ĐHCNTT, 10/01/2019
77608,8A5E548AXPvAibaEXe9cYfl6D6BtPDivHAFqINq2, Gi?i, 13/QĐ-ĐHCNTT, 10/01/2019
77609,B1B4EE2BXPvAibaEXe/tRbq0ZEBEr0KJ4VtjD7Eu, Kh�, 13/QĐ-ĐHCNTT, 10/01/2019
77610,204D6AB9XPvAibaEXe9V1gtTDRnQFwJTG99TdLXu, Gi?i, 13/QĐ-ĐHCNTT, 10/01/2019
77611,4D68F109XPvAibaEXe8HxoLOw72ZIKsEn9jthDUY, Gi?i, 13/QĐ-ĐHCNTT, 10/01/2019
77612,D036AF14XPvAibaEXe/9XMaU/9dsP7W4nlRjh3OM, Gi?i, 13/QĐ-ĐHCNTT, 10/01/2019
77613,BEF962A2XPvAibaEXe/baiw3K4HkF+t6hSvKbPBr, Kh�, 13/QĐ-ĐHCNTT, 10/01/2019
77614,C4F596B7XPvAibaEXe9Qk6hDUWKQXZP98Rz5k643, Gi?i, 13/QĐ-ĐHCNTT, 10/01/2019
77615,596EFDD7XPvAibaEXe8VziDgYa0u7jSjm4qoysFg, Kh�, 13/QĐ-ĐHCNTT, 10/01/2019
77616,8C53D0BDXPvAibaEXe8zBeLfIMmoBPnGRTUU76bE, Kh�, 13/QĐ-ĐHCNTT, 10/01/2019
77617,0615CD35XPvAibaEXe8e/5ryJ9YpueaFgtGttatE, Gi?i, 13/QĐ-ĐHCNTT, 10/01/2019
77661,E37B4918XPvAibaEXe+Xxbs4kvH/k2XogJgC9cra, Gi?i, 204/QĐ-ĐHCNTT, 12/04/2019
77662,AD96E6F3XPvAibaEXe8zt9d6Yn9pDCA5Ya16AfU/, Gi?i, 204/QĐ-ĐHCNTT, 12/04/2019
77663,530FE4E9XPvAibaEXe+4hxKfaQWuhFsElpA2NjHn, Trung b�nh kh�, 204/QĐ-ĐHCNTT, 12/04/2019
77664,FB9FCB31XPvAibaEXe9U/K5zYZONT/ejExcqpsve, Gi?i, 204/QĐ-ĐHCNTT, 12/04/2019
77665,2513B9B7XPvAibaEXe/H1VZJBzJAwifmbhyzDhpm, Gi?i, 204/QĐ-ĐHCNTT, 12/04/2019
77666,740BF475XPvAibaEXe80gGmWuNekT0DMGoGib8Ko, Kh�, 204/QĐ-ĐHCNTT, 12/04/2019
77668,45213E72XPvAibaEXe/lOccskaOiO/d9phcRuPc/, Kh�, 204/QĐ-ĐHCNTT, 12/04/2019
77670,C60C029EXPvAibaEXe9PHS03bFe3hB0U1CBijmXk, Gi?i, 204/QĐ-ĐHCNTT, 12/04/2019
77671,66389E7FXPvAibaEXe9jjgNhrmbJFLqZAjn7gWVB, Kh�, 204/QĐ-ĐHCNTT, 12/04/2019
77672,6E351582XPvAibaEXe9fafwYRU+Nprk3ew8optYA, Kh�, 204/QĐ-ĐHCNTT, 12/04/2019
77673,35F93FFDXPvAibaEXe8VekUw4ELehgT/A68316w4, Trung b�nh kh�, 204/QĐ-ĐHCNTT, 12/04/2019
77674,BE375BAAXPvAibaEXe9JDlHA4z2GHJ3/PVStCxR2, Kh�, 204/QĐ-ĐHCNTT, 12/04/2019
77675,BA7995F1XPvAibaEXe/y2t7DVG8TDWwBL0zNeRnF, Kh�, 204/QĐ-ĐHCNTT, 12/04/2019
77676,D581AAA6XPvAibaEXe/KMtCr6bHauktc5mYHxOWK, Gi?i, 204/QĐ-ĐHCNTT, 12/04/2019
77678,F203BBC3XPvAibaEXe+suUpvSAu/o/+ZL0cV+o+k, Kh�, 204/QĐ-ĐHCNTT, 12/04/2019
77679,4ECEC418XPvAibaEXe+uQMKXqrwYdnU2dRP+tfzu, Gi?i, 204/QĐ-ĐHCNTT, 12/04/2019
77680,6125B6CBXPvAibaEXe+TQJLvJOj4BYK4fMfmJRKR, Gi?i, 204/QĐ-ĐHCNTT, 12/04/2019
77681,AC1C8EEAXPvAibaEXe9j81k8MH0oJxuwRM2LEA+T, Gi?i, 204/QĐ-ĐHCNTT, 12/04/2019
77682,FE92B059XPvAibaEXe9E+KuE/nFliSKxEUGPiMAY, Kh�, 204/QĐ-ĐHCNTT, 12/04/2019
77685,9D1D0D5CXPvAibaEXe9Qk6hDUWKQXS/sN5/7YvvK, Kh�, 204/QĐ-ĐHCNTT, 12/04/2019
77686,83D3F6C9XPvAibaEXe/Dy4K4yiQpOP6IiL6XGDu/, Kh�, 204/QĐ-ĐHCNTT, 12/04/2019
77687,C4C5C3E4XPvAibaEXe/aPLdUCtOgClLL6Fk3loNV, Gi?i, 204/QĐ-ĐHCNTT, 12/04/2019
77688,5A127BADXPvAibaEXe/Twrxaq444c/MCqgcJrbjn, Gi?i, 204/QĐ-ĐHCNTT, 12/04/2019
77689,B07AA9C3XPvAibaEXe+NmgQbVGcjJxAr0cne+s9Z, Kh�, 204/QĐ-ĐHCNTT, 12/04/2019
77690,652648CBXPvAibaEXe/a3PM8AP2Ng8tHdXd20Co5, Kh�, 204/QĐ-ĐHCNTT, 12/04/2019
77692,E9D6C723XPvAibaEXe9V1gtTDRnQF3no6iq1vTp8, Kh�, 204/QĐ-ĐHCNTT, 12/04/2019
77693,38A7026DXPvAibaEXe9hSzSdeSAT0oxt8vTYvGic, Gi?i, 204/QĐ-ĐHCNTT, 12/04/2019
77694,E62A53DEXPvAibaEXe+lwq621ApacbErJD/pd6me, Kh�, 204/QĐ-ĐHCNTT, 12/04/2019
77695,0C1F8D02XPvAibaEXe8ptkRJyotmH4dH0a/L9r2z, Kh�, 204/QĐ-ĐHCNTT, 12/04/2019
77696,DAA05B2CXPvAibaEXe/JKySBFnJ8IgkxHvBufbd3, Kh�, 204/QĐ-ĐHCNTT, 12/04/2019
77697,632326BEXPvAibaEXe+1j/AqdkpM23xs0ljO7eLx, Kh�, 204/QĐ-ĐHCNTT, 12/04/2019
77698,6318371CXPvAibaEXe+kaKwPBw23VpFNi+IVGdqi, Kh�, 204/QĐ-ĐHCNTT, 12/04/2019
77699,E97308BEXPvAibaEXe/Ko3VBeq65/0VB+cx8DiJ2, Gi?i, 204/QĐ-ĐHCNTT, 12/04/2019
77700,EFCCF3D6XPvAibaEXe88UewilValgDpiGumL8Enb, Kh�, 204/QĐ-ĐHCNTT, 12/04/2019
77701,A64E415AXPvAibaEXe+xRE5267JUoPBmJrZU32CX, Kh�, 204/QĐ-ĐHCNTT, 12/04/2019
77702,C89C7FF0XPvAibaEXe+xRE5267JUoNbnrUW0OLcQ, Gi?i, 204/QĐ-ĐHCNTT, 12/04/2019
77703,305AFBE1XPvAibaEXe8oOckqmsrcbR6OmJ5a75Al, Kh�, 204/QĐ-ĐHCNTT, 12/04/2019
77704,8A450EACXPvAibaEXe+PmhPN+9CWcwa4GT6uC7Fx, Gi?i, 204/QĐ-ĐHCNTT, 12/04/2019
77705,B1F308AEXPvAibaEXe8b4sJvH2gx3DS0KVPcZiZ/, Kh�, 204/QĐ-ĐHCNTT, 12/04/2019
77706,C2ED6C14XPvAibaEXe/tRbq0ZEBEr/8hzad0hDwj, Kh�, 204/QĐ-ĐHCNTT, 12/04/2019
77708,1AB19C83XPvAibaEXe+uQMKXqrwYdoq4N0DvceRZ, Kh�, 204/QĐ-ĐHCNTT, 12/04/2019
77709,815DC6D5XPvAibaEXe9iBRrLJjO8dUXgzuC1uGLg, Kh�, 204/QĐ-ĐHCNTT, 12/04/2019
77710,1A5D5F18XPvAibaEXe9iBRrLJjO8dQILBANrs/Mw, Kh�, 204/QĐ-ĐHCNTT, 12/04/2019
77711,6E64155CXPvAibaEXe/GP74oAJxkeIRq/31oa9ak, Kh�, 204/QĐ-ĐHCNTT, 12/04/2019
77712,E23E02E0XPvAibaEXe/7sxkigC7f53B3wPQdgffe, Trung b�nh kh�, 204/QĐ-ĐHCNTT, 12/04/2019
77714,118F3451XPvAibaEXe+xw+0gOjOR0LX1Iih/kDxx, Kh�, 204/QĐ-ĐHCNTT, 12/04/2019
77715,36FE6837XPvAibaEXe+xxRCacZP96h0zDJZCKy8e, Kh�, 204/QĐ-ĐHCNTT, 12/04/2019
77716,FD5965BFXPvAibaEXe9ysTifnGoMwRKCXHuX1Wkm, Kh�, 204/QĐ-ĐHCNTT, 12/04/2019
77717,856DA928XPvAibaEXe9cYfl6D6BtPIX0tfSptrp+, Kh�, 204/QĐ-ĐHCNTT, 12/04/2019
77718,5E521194XPvAibaEXe/KGOYNCaEaWWIoIjYM+3Ir, Kh�, 204/QĐ-ĐHCNTT, 12/04/2019
77719,8243FB32XPvAibaEXe9eSUilQ3V71jduVbuxe6rY, Kh�, 204/QĐ-ĐHCNTT, 12/04/2019
77720,85C2D27FXPvAibaEXe/Dy4K4yiQpOJHnLNT8mIEk, Trung b�nh kh�, 204/QĐ-ĐHCNTT, 12/04/2019
77721,006B0A45XPvAibaEXe+TZKE2gC8nUj96gTN+8Bxy, Kh�, 204/QĐ-ĐHCNTT, 12/04/2019
77722,7181A027XPvAibaEXe/V2dF0qjs8bZnrTq0jaQh1, Kh�, 204/QĐ-ĐHCNTT, 12/04/2019
77723,3C1C96A3XPvAibaEXe/k62DFAfrQTg4AUr4xsSDd, Kh�, 204/QĐ-ĐHCNTT, 12/04/2019
77725,3694E5E6XPvAibaEXe9HXpb1PepyFV6dAscob+FU, Trung b�nh kh�, 204/QĐ-ĐHCNTT, 12/04/2019
77726,B262234AXPvAibaEXe/rp0ev/rDe07xUb32i3Uwn, Kh�, 204/QĐ-ĐHCNTT, 12/04/2019
77727,C29EA000XPvAibaEXe8jolcsAIssTLKSQEcU+Uyk, Trung b�nh kh�, 204/QĐ-ĐHCNTT, 12/04/2019
77730,354309A2XPvAibaEXe8aMmuWiMhL4vWN6UGHCU4I, Kh�, 204/QĐ-ĐHCNTT, 12/04/2019
77731,CB86CEE4XPvAibaEXe83EtiN4MI2njAKlLHQPQif, Trung b�nh kh�, 204/QĐ-ĐHCNTT, 12/04/2019
77732,A7916D60XPvAibaEXe+nZBq3b0XEhXdvKy778k5c, Trung b�nh kh�, 204/QĐ-ĐHCNTT, 12/04/2019
77733,088767B5XPvAibaEXe+Y5CB/5gt3MAZxW0JDh9YA, Trung b�nh kh�, 204/QĐ-ĐHCNTT, 12/04/2019
77734,EBB79892XPvAibaEXe99GOtI/HwJhdMd8xeZ4JnD, Kh�, 204/QĐ-ĐHCNTT, 12/04/2019
77735,0CF59B91XPvAibaEXe8k9aD0YXzUPjR72F7dYDZ1, Kh�, 204/QĐ-ĐHCNTT, 12/04/2019
77736,C98089F5XPvAibaEXe/btl79MArZLGI79GtRPJ29, Gi?i, 204/QĐ-ĐHCNTT, 12/04/2019
77737,0A8562CBXPvAibaEXe+tg0ae8qw/gj/c8Ef51TLi, Kh�, 204/QĐ-ĐHCNTT, 12/04/2019
77738,49E481D0XPvAibaEXe+9lRniSKKSh21VPY4X7Riy, Gi?i, 204/QĐ-ĐHCNTT, 12/04/2019
77739,82A17B12XPvAibaEXe8z1Io4iT8HJDOTLLnsB1Kj, Kh�, 204/QĐ-ĐHCNTT, 12/04/2019
77740,79DEB945XPvAibaEXe/JKySBFnJ8Ik5uAlh/3EsK, Gi?i, 204/QĐ-ĐHCNTT, 12/04/2019
77741,AAAF4E6FXPvAibaEXe/69hWWh+JD2fl5qFtmwTJX, Kh�, 204/QĐ-ĐHCNTT, 12/04/2019
77742,C12CDC71XPvAibaEXe9o/lUQXb5f/06iCznRQ42T, Gi?i, 204/QĐ-ĐHCNTT, 12/04/2019
77743,43FC3281XPvAibaEXe+xxRCacZP96u5n77x8ggVW, Kh�, 204/QĐ-ĐHCNTT, 12/04/2019
77744,1E36108AXPvAibaEXe8zt9d6Yn9pDLD0niVqJCz8, Kh�, 204/QĐ-ĐHCNTT, 12/04/2019
77745,4CD37F46XPvAibaEXe8ge2UHv4J4Byyo6uzLKM42, Trung b�nh kh�, 204/QĐ-ĐHCNTT, 12/04/2019
77746,737A4598XPvAibaEXe/twRH8x8eyg9NP+gV3QShj, Gi?i, 204/QĐ-ĐHCNTT, 12/04/2019
77747,DA4648BAXPvAibaEXe8CKeIX0ksEeHU30caAK2WT, Trung b�nh kh�, 204/QĐ-ĐHCNTT, 12/04/2019
77748,56D11A32XPvAibaEXe/NExuU8f5CH3gp+fdd8qXv, Kh�, 204/QĐ-ĐHCNTT, 12/04/2019
77750,A110AF72XPvAibaEXe+iXJpjy6UOML/4VBh8bWgC, Kh�, 204/QĐ-ĐHCNTT, 12/04/2019
77751,C57E7F21XPvAibaEXe8VekUw4ELehuWMmX7vpi8O, Trung b�nh kh�, 204/QĐ-ĐHCNTT, 12/04/2019
77752,B895244CXPvAibaEXe+/EkvXK98Kbb4ZXFeWdxq3, Kh�, 204/QĐ-ĐHCNTT, 12/04/2019
77753,ABF559A8XPvAibaEXe9sDqR+NysAHoJydALW9646, Kh�, 204/QĐ-ĐHCNTT, 12/04/2019
77754,81233B90XPvAibaEXe+xRE5267JUoLfdgZWsdAhr, Gi?i, 204/QĐ-ĐHCNTT, 12/04/2019
77755,CA4BA72CXPvAibaEXe+ai34rvuG7eKKTfxrCI2Qf, Gi?i, 204/QĐ-ĐHCNTT, 12/04/2019
77756,22F83BACXPvAibaEXe887JOjhk2RV/JFbdXIUSy0, Kh�, 204/QĐ-ĐHCNTT, 12/04/2019
77757,F22643C6XPvAibaEXe+Wjq/eoSKNhZeG3NaL+n5t, Gi?i, 204/QĐ-ĐHCNTT, 12/04/2019
77758,1BE2F908XPvAibaEXe8YaJ+XvjGNa/nRprTdNvTa, Gi?i, 204/QĐ-ĐHCNTT, 12/04/2019
77759,E1793C3EXPvAibaEXe8HxoLOw72ZINQyuySqA8hO, Kh�, 204/QĐ-ĐHCNTT, 12/04/2019
77760,601E0986XPvAibaEXe+y4Ivhjp8SxpmSs9JVmGUu, Trung b�nh kh�, 204/QĐ-ĐHCNTT, 12/04/2019
77761,7D0210B1XPvAibaEXe+BHZkA9XgGXfSR6oJo/Es3, Kh�, 204/QĐ-ĐHCNTT, 12/04/2019
77762,A3432242XPvAibaEXe8dZIB3odxynvRsIZuhEiHG, Gi?i, 204/QĐ-ĐHCNTT, 12/04/2019
77764,D6B46D15XPvAibaEXe/Nok7qdNjJRgSNpIR21GKe, Kh�, 204/QĐ-ĐHCNTT, 12/04/2019
77765,FF5BFE8AXPvAibaEXe9ysTifnGoMwSIhZIOZGH/s, Trung b�nh kh�, 204/QĐ-ĐHCNTT, 12/04/2019
77766,87AB1BF1XPvAibaEXe86krjHGvaiWxMmjETCt6JV, Kh�, 204/QĐ-ĐHCNTT, 12/04/2019
77767,EEEB1256XPvAibaEXe/rp0ev/rDe0wn/OfwMuhL0, Kh�, 204/QĐ-ĐHCNTT, 12/04/2019
77768,535EA14AXPvAibaEXe9VICkMSMM7nz6G5cs0Joco, Trung b�nh kh�, 204/QĐ-ĐHCNTT, 12/04/2019
77769,977BA0F9XPvAibaEXe8TrN3vUI8MaLAk0LNGoRGZ, Kh�, 204/QĐ-ĐHCNTT, 12/04/2019
77770,C3F2AF81XPvAibaEXe8e8TJXhGRqkF2KUXuYoaqG, Kh�, 204/QĐ-ĐHCNTT, 12/04/2019
77771,CD3C6960XPvAibaEXe9PHS03bFe3hJ+te3HH6t7r, Trung b�nh kh�, 204/QĐ-ĐHCNTT, 12/04/2019
77772,67E746A7XPvAibaEXe8YaJ+XvjGNa4AHHTab7pGP, Kh�, 204/QĐ-ĐHCNTT, 12/04/2019
77773,4DE94F90XPvAibaEXe8wMpKQnQ7j6HMlGtDAS6Rl, Kh�, 204/QĐ-ĐHCNTT, 12/04/2019
77774,FE8B49CEXPvAibaEXe/cg9419ghLE/LpBYcTHjDV, Kh�, 204/QĐ-ĐHCNTT, 12/04/2019
77775,78498C95XPvAibaEXe8hLNatuVCg+U6jgvGVlQ/k, Kh�, 204/QĐ-ĐHCNTT, 12/04/2019
77776,97FCE6F5XPvAibaEXe9V1gtTDRnQF3lm8GkhzCAa, Gi?i, 204/QĐ-ĐHCNTT, 12/04/2019
77777,2E04DBD2XPvAibaEXe9tdh69VvZt1ySnCfGdLRM0, Kh�, 204/QĐ-ĐHCNTT, 12/04/2019
77778,BD9DF10DXPvAibaEXe/69hWWh+JD2R3C/1vg+FzD, Kh�, 204/QĐ-ĐHCNTT, 12/04/2019
77779,23A5CE7EXPvAibaEXe+nZBq3b0XEhb5k9/vzpSuL, Kh�, 204/QĐ-ĐHCNTT, 12/04/2019
77780,2CFCDF1EXPvAibaEXe/Ko3VBeq65//lXR4gHnIeg, Trung b�nh kh�, 204/QĐ-ĐHCNTT, 12/04/2019
77781,BC13918EXPvAibaEXe/ETkXgDMKQ8ansrxEaXLxi, Kh�, 204/QĐ-ĐHCNTT, 12/04/2019
